Método,Quadro (imagem),min_val,max_val
TM_CCOEFF,im123,-85018416.0,66255240.0
TM_CCOEFF,im124,-84949176.0,66182792.0
TM_CCOEFF,im125,-85054776.0,66040168.0
TM_CCOEFF,im126,-85097144.0,66020300.0
TM_CCOEFF,im127,-85386528.0,66050524.0
TM_CCOEFF,im128,-85703968.0,65969304.0
TM_CCOEFF,im129,-86025632.0,65862564.0
TM_CCOEFF,im130,-86283592.0,65818712.0
TM_CCOEFF,im131,-86473824.0,65822716.0
TM_CCOEFF,im132,-86772120.0,65837080.0
TM_CCOEFF,im133,-86884888.0,65779592.0
TM_CCOEFF,im134,-87276104.0,65864496.0
TM_CCOEFF,im135,-87335584.0,65934596.0
TM_CCOEFF,im136,-87404928.0,65905088.0
TM_CCOEFF,im137,-87759584.0,65925576.0
TM_CCOEFF,im138,-88246552.0,65962784.0
TM_CCOEFF,im139,-88251336.0,65964680.0
TM_CCOEFF,im140,-88881872.0,65884136.0
TM_CCOEFF,im141,-89521328.0,65800864.0
TM_CCOEFF,im142,-90177016.0,65583708.0
TM_CCOEFF,im143,-92395200.0,65647320.0
TM_CCOEFF,im144,-90189968.0,65500360.0
TM_CCOEFF,im145,-93047264.0,65538056.0
TM_CCOEFF,im146,-95395104.0,65531452.0
TM_CCOEFF,im147,-94953640.0,65406552.0
TM_CCOEFF,im148,-92407576.0,65364488.0
TM_CCOEFF,im149,-89880688.0,65250228.0
TM_CCOEFF,im150,-87886848.0,64978304.0
TM_CCOEFF,im151,-86364792.0,64979732.0
TM_CCOEFF,im152,-86063000.0,64991152.0
TM_CCOEFF,im153,-85862704.0,64968264.0
TM_CCOEFF,im154,-85924656.0,64979032.0
TM_CCOEFF,im155,-86461528.0,65017584.0
TM_CCOEFF,im156,-87121048.0,64864376.0
TM_CCOEFF,im157,-88373296.0,64807804.0
TM_CCOEFF,im158,-89831360.0,64844824.0
TM_CCOEFF,im159,-92360520.0,64763828.0
TM_CCOEFF,im160,-95144128.0,64767836.0
TM_CCOEFF,im161,-94346712.0,64779328.0
TM_CCOEFF,im162,-91336824.0,64821476.0
TM_CCOEFF,im163,-91104848.0,64824572.0
TM_CCOEFF,im164,-90765064.0,64821096.0
TM_CCOEFF,im165,-89603712.0,64797848.0
TM_CCOEFF,im166,-88611448.0,64788444.0
TM_CCOEFF,im167,-87684568.0,64884308.0
TM_CCOEFF,im168,-87068712.0,64867072.0
TM_CCOEFF,im169,-86828784.0,64888136.0
TM_CCOEFF,im170,-86487672.0,64861144.0
TM_CCOEFF,im171,-86176272.0,64872352.0
TM_CCOEFF,im172,-85749008.0,64924732.0
TM_CCOEFF,im173,-85547512.0,64920436.0
TM_CCOEFF,im174,-84844520.0,64959740.0
TM_CCOEFF,im175,-83445480.0,64892424.0
TM_CCOEFF,im176,-80918704.0,64888756.0
TM_CCOEFF,im177,-80639728.0,64766940.0
TM_CCOEFF,im178,-83177520.0,64790144.0
TM_CCOEFF,im179,-85574888.0,65016976.0
TM_CCOEFF,im180,-87589816.0,65049376.0
TM_CCOEFF,im181,-88948528.0,65123524.0
TM_CCOEFF,im182,-89922600.0,65124340.0
TM_CCOEFF,im183,-90619912.0,65184352.0
TM_CCOEFF,im184,-91585080.0,66262344.0
TM_CCOEFF,im185,-91965304.0,66350972.0
TM_CCOEFF,im186,-92037736.0,66315220.0
TM_CCOEFF,im187,-92137024.0,66331600.0
TM_CCOEFF,im188,-92487704.0,66476992.0
TM_CCOEFF,im189,-92716464.0,66518904.0
TM_CCOEFF,im190,-92669680.0,66689272.0
TM_CCOEFF,im191,-92854264.0,66729412.0
TM_CCOEFF,im192,-92888216.0,66733260.0
TM_CCOEFF,im193,-93047072.0,66743944.0
TM_CCOEFF,im194,-93136480.0,66731772.0
TM_CCOEFF,im195,-93125240.0,66792700.0
TM_CCOEFF,im196,-93057368.0,66747848.0
TM_CCOEFF,im197,-92871624.0,66748512.0
TM_CCOEFF,im198,-91827136.0,66738084.0
TM_CCOEFF,im199,-89383720.0,66640212.0
TM_CCOEFF,im200,-86765792.0,66647124.0
TM_CCOEFF,im201,-82944776.0,66465880.0
TM_CCOEFF,im202,-82071456.0,66380560.0
TM_CCOEFF,im203,-82057840.0,66388048.0
TM_CCOEFF,im204,-87643648.0,66274864.0
TM_CCOEFF,im205,-89037544.0,66413308.0
TM_CCOEFF,im206,-88969368.0,66532412.0
TM_CCOEFF,im207,-88310512.0,66556616.0
TM_CCOEFF,im208,-88205080.0,66477452.0
