Método,Quadro (imagem),min_val,max_val
TM_CCOEFF_NORMED,im1,-0.311574250459671,0.9999975562095642
TM_CCOEFF_NORMED,im2,-0.32501864433288574,0.9863240718841553
TM_CCOEFF_NORMED,im3,-0.309948205947876,0.9602527618408203
TM_CCOEFF_NORMED,im4,-0.32920125126838684,0.9274976253509521
TM_CCOEFF_NORMED,im5,-0.3432715833187103,0.8664574027061462
TM_CCOEFF_NORMED,im6,-0.360304594039917,0.6058858633041382
TM_CCOEFF_NORMED,im7,-0.3674914240837097,0.47297346591949463
TM_CCOEFF_NORMED,im8,-0.3627980053424835,0.3113745152950287
TM_CCOEFF_NORMED,im9,-0.3610917329788208,0.2715635895729065
TM_CCOEFF_NORMED,im10,-0.3620156943798065,0.2739773094654083
TM_CCOEFF_NORMED,im11,-0.36024704575538635,0.307355135679245
TM_CCOEFF_NORMED,im12,-0.3593883812427521,0.3232421278953552
TM_CCOEFF_NORMED,im13,-0.3633943200111389,0.3230195939540863
TM_CCOEFF_NORMED,im14,-0.35923856496810913,0.3362395465373993
TM_CCOEFF_NORMED,im15,-0.36222702264785767,0.3380792737007141
TM_CCOEFF_NORMED,im16,-0.3626997172832489,0.3393250107765198
TM_CCOEFF_NORMED,im17,-0.3591761887073517,0.33933091163635254
TM_CCOEFF_NORMED,im18,-0.3593398332595825,0.3432590365409851
TM_CCOEFF_NORMED,im19,-0.3626490533351898,0.3456728160381317
TM_CCOEFF_NORMED,im20,-0.3708019256591797,0.3292125463485718
TM_CCOEFF_NORMED,im21,-0.3732209801673889,0.31670519709587097
TM_CCOEFF_NORMED,im22,-0.3663685917854309,0.3073161244392395
TM_CCOEFF_NORMED,im23,-0.3665483593940735,0.306265652179718
TM_CCOEFF_NORMED,im24,-0.3644971251487732,0.30194976925849915
TM_CCOEFF_NORMED,im25,-0.36298373341560364,0.29513680934906006
TM_CCOEFF_NORMED,im26,-0.35937052965164185,0.2887846529483795
TM_CCOEFF_NORMED,im27,-0.3572380244731903,0.27974942326545715
TM_CCOEFF_NORMED,im28,-0.3588395118713379,0.28426051139831543
TM_CCOEFF_NORMED,im29,-0.35929131507873535,0.2805290222167969
TM_CCOEFF_NORMED,im30,-0.35677093267440796,0.28111007809638977
TM_CCOEFF_NORMED,im31,-0.35507118701934814,0.2824876606464386
TM_CCOEFF_NORMED,im32,-0.3529359996318817,0.28385087847709656
TM_CCOEFF_NORMED,im33,-0.35317444801330566,0.2874920666217804
TM_CCOEFF_NORMED,im34,-0.34775903820991516,0.29059767723083496
TM_CCOEFF_NORMED,im35,-0.34069159626960754,0.29114454984664917
TM_CCOEFF_NORMED,im36,-0.3344745934009552,0.2922745943069458
TM_CCOEFF_NORMED,im37,-0.32928556203842163,0.30461716651916504
TM_CCOEFF_NORMED,im38,-0.32411015033721924,0.2927437126636505
TM_CCOEFF_NORMED,im39,-0.3305990397930145,0.29128119349479675
TM_CCOEFF_NORMED,im40,-0.34345752000808716,0.28615278005599976
TM_CCOEFF_NORMED,im41,-0.34293532371520996,0.28266921639442444
TM_CCOEFF_NORMED,im42,-0.34540048241615295,0.276420533657074
TM_CCOEFF_NORMED,im43,-0.3433627486228943,0.267443984746933
TM_CCOEFF_NORMED,im44,-0.3374958634376526,0.26476842164993286
TM_CCOEFF_NORMED,im45,-0.32687944173812866,0.26185017824172974
TM_CCOEFF_NORMED,im46,-0.2865150272846222,0.26239830255508423
TM_CCOEFF_NORMED,im47,-0.28261446952819824,0.2623625099658966
TM_CCOEFF_NORMED,im48,-0.2798675298690796,0.28748273849487305
TM_CCOEFF_NORMED,im49,-0.2835799753665924,0.3051396906375885
TM_CCOEFF_NORMED,im50,-0.2921139597892761,0.3835694491863251
TM_CCOEFF_NORMED,im51,-0.3013667166233063,0.39596065878868103
TM_CCOEFF_NORMED,im52,-0.31212568283081055,0.3980036675930023
TM_CCOEFF_NORMED,im53,-0.32194381952285767,0.40656429529190063
TM_CCOEFF_NORMED,im54,-0.33587029576301575,0.40904930233955383
TM_CCOEFF_NORMED,im55,-0.3977511525154114,0.4125567674636841
TM_CCOEFF_NORMED,im56,-0.40764299035072327,0.4139459431171417
TM_CCOEFF_NORMED,im57,-0.4128260314464569,0.41021281480789185
TM_CCOEFF_NORMED,im58,-0.4133146405220032,0.40953969955444336
TM_CCOEFF_NORMED,im59,-0.4108864963054657,0.4065952003002167
TM_CCOEFF_NORMED,im60,-0.41168883442878723,0.40324029326438904
TM_CCOEFF_NORMED,im61,-0.41405439376831055,0.39713600277900696
TM_CCOEFF_NORMED,im62,-0.4113929867744446,0.41318950057029724
TM_CCOEFF_NORMED,im63,-0.40912237763404846,0.4409104883670807
TM_CCOEFF_NORMED,im64,-0.40793082118034363,0.4502812623977661
TM_CCOEFF_NORMED,im65,-0.4087955057621002,0.4583163857460022
TM_CCOEFF_NORMED,im66,-0.4073711931705475,0.47098276019096375
TM_CCOEFF_NORMED,im67,-0.4077708423137665,0.4833163917064667
TM_CCOEFF_NORMED,im68,-0.40922823548316956,0.494853138923645
TM_CCOEFF_NORMED,im69,-0.40806227922439575,0.5097780227661133
TM_CCOEFF_NORMED,im70,-0.4093517065048218,0.5216130614280701
TM_CCOEFF_NORMED,im71,-0.40500974655151367,0.5287584066390991
TM_CCOEFF_NORMED,im72,-0.4488878846168518,0.5370983481407166
TM_CCOEFF_NORMED,im73,-0.45618996024131775,0.5433496832847595
TM_CCOEFF_NORMED,im74,-0.44990769028663635,0.5204340815544128
TM_CCOEFF_NORMED,im75,-0.4602000415325165,0.4443049132823944
TM_CCOEFF_NORMED,im76,-0.45805057883262634,0.4139419198036194
TM_CCOEFF_NORMED,im77,-0.4614037275314331,0.42567774653434753
TM_CCOEFF_NORMED,im78,-0.4553201496601105,0.44464245438575745
TM_CCOEFF_NORMED,im79,-0.45073503255844116,0.4556692838668823
